// Banco de dados de itens obtidos do álbum de cartão antigo
//
// Traduzido por: (Guru)
//
// Estrutura do banco de dados:
// GroupID,ItemID,Rate

IG_CardAlbum,4058,2		// Carta Thara Frog
IG_CardAlbum,4060,2		// Carta Goblin
IG_CardAlbum,4061,2		// Carta Cornutus
IG_CardAlbum,4062,2		// Carta Anacondaq
IG_CardAlbum,4063,2		// Carta Caramel
IG_CardAlbum,4064,2		// Carta Zerom
IG_CardAlbum,4065,2		// Carta Kaho
IG_CardAlbum,4066,2		// Carta Orc Warrior
IG_CardAlbum,4067,2		// Carta Megalodon
IG_CardAlbum,4068,2		// Carta Scorpion
IG_CardAlbum,4069,2		// Carta Drainliar
IG_CardAlbum,4070,2		// Carta Eggyra
IG_CardAlbum,4071,2		// Carta Orc Zombie
IG_CardAlbum,4072,2		// Carta Golem
IG_CardAlbum,4073,2		// Carta Pirate Skeleton
IG_CardAlbum,4074,2		// Carta Bigfoot
IG_CardAlbum,4075,2		// Carta Argos
IG_CardAlbum,4076,2		// Carta Magnolia
IG_CardAlbum,4077,2		// Carta Phen
IG_CardAlbum,4078,2		// Carta Savage
IG_CardAlbum,4079,2		// Carta Mantis
IG_CardAlbum,4080,2		// Carta Flora
IG_CardAlbum,4081,2		// Carta Hode
IG_CardAlbum,4082,1		// Carta Desert Wolf
IG_CardAlbum,4083,1		// Carta Rafflesia
IG_CardAlbum,4084,1		// Carta Marine Sphere
IG_CardAlbum,4085,1		// Carta Orc Skeleton
IG_CardAlbum,4086,1		// Carta Soldier Skeleton
IG_CardAlbum,4087,1		// Carta Giearth
IG_CardAlbum,4088,1		// Carta Frilldora
IG_CardAlbum,4089,1		// Carta Swordfish
IG_CardAlbum,4090,1		// Carta Munak
IG_CardAlbum,4091,1		// Carta Kobold
IG_CardAlbum,4092,1		// Carta Skeleton Worker
IG_CardAlbum,4093,1		// Carta Obeaune
IG_CardAlbum,4094,1		// Carta Archer Skeleton
IG_CardAlbum,4095,1		// Carta Marse
IG_CardAlbum,4096,1		// Carta Zenorc
IG_CardAlbum,4097,1		// Carta Matyr
IG_CardAlbum,4098,1		// Carta Dokebi
IG_CardAlbum,4099,1		// Carta Pasana
IG_CardAlbum,4100,1		// Carta Sohee
IG_CardAlbum,4101,1		// Carta Sandman
IG_CardAlbum,4102,1		// Carta Whisper
IG_CardAlbum,4103,1		// Carta Horong
IG_CardAlbum,4104,1		// Carta Requiem
IG_CardAlbum,4105,1		// Carta Marc
IG_CardAlbum,4106,1		// Carta Mummy
IG_CardAlbum,4107,1		// Carta Verit
IG_CardAlbum,4108,1		// Carta Myst
IG_CardAlbum,4109,1		// Carta Jakk
IG_CardAlbum,4110,1		// Carta Ghoul
IG_CardAlbum,4111,1		// Carta Strouf
IG_CardAlbum,4112,1		// Carta Marduk
IG_CardAlbum,4113,1		// Carta Marionette
IG_CardAlbum,4114,1		// Carta Argiope
IG_CardAlbum,4115,1		// Carta Hunter Fly
IG_CardAlbum,4116,1		// Carta Isis
IG_CardAlbum,4117,1		// Carta Sidewinder
IG_CardAlbum,4118,1		// Carta Earth Petite
IG_CardAlbum,4119,1		// Carta Bathory
IG_CardAlbum,4120,1		// Carta Sky Petite
IG_CardAlbum,4122,1		// Carta Deviruchi
IG_CardAlbum,4125,1		// Carta Deviace
IG_CardAlbum,4127,1		// Carta Nightmare
IG_CardAlbum,4129,1		// Carta Bapho Jr.
IG_CardAlbum,4133,1		// Carta Raydric
IG_CardAlbum,4136,1		// Carta Khalitzburg
IG_CardAlbum,4141,1		// Carta Evil Druid
IG_CardAlbum,4149,1		// Carta Gargoyle
IG_CardAlbum,4150,1		// Carta Goat
IG_CardAlbum,4151,1		// Carta Gajomart
IG_CardAlbum,4152,1		// Carta Galapago
IG_CardAlbum,4153,1		// Carta Crab
IG_CardAlbum,4154,1		// Carta Dumpling Child
IG_CardAlbum,4156,1		// Carta Goblin Steamrider
IG_CardAlbum,4157,1		// Carta Goblin Archer
IG_CardAlbum,4158,1		// Carta Sky Deleter
IG_CardAlbum,4159,1		// Carta Nine Tail
IG_CardAlbum,4160,1		// Carta Firelock Soldier
IG_CardAlbum,4161,1		// Carta Grand Peco
IG_CardAlbum,4162,1		// Carta Grizzly
IG_CardAlbum,4164,1		// Carta Gullinbursti
IG_CardAlbum,4165,1		// Carta Gig
IG_CardAlbum,4166,1		// Carta Nightmare Terror
IG_CardAlbum,4167,1		// Carta Neraid
IG_CardAlbum,4170,1		// Carta Dark Frame
IG_CardAlbum,4172,1		// Carta The Paper
IG_CardAlbum,4173,1		// Carta Demon Pungus
IG_CardAlbum,4175,1		// Carta Poisonous Toad
IG_CardAlbum,4176,1		// Carta Dullahan
IG_CardAlbum,4177,1		// Carta Dryad
IG_CardAlbum,4178,1		// Carta Dragon Tail
IG_CardAlbum,4180,1		// Carta Driller
IG_CardAlbum,4181,1		// Carta Disguise
IG_CardAlbum,4182,1		// Carta Diabolic
IG_CardAlbum,4184,1		// Carta Lava Golem
IG_CardAlbum,4185,1		// Carta Rideword
IG_CardAlbum,4186,1		// Carta Raggler
IG_CardAlbum,4187,1		// Carta Raydric Archer
IG_CardAlbum,4188,1		// Carta Leib Olmai
IG_CardAlbum,4189,1		// Carta Wraith Dead
IG_CardAlbum,4190,1		// Carta Wraith
IG_CardAlbum,4191,1		// Carta Loli Ruri
IG_CardAlbum,4192,1		// Carta Rotar Zairo
IG_CardAlbum,4193,1		// Carta Lude
IG_CardAlbum,4194,1		// Carta Rybio
IG_CardAlbum,4195,1		// Carta Leaf Cat
IG_CardAlbum,4196,1		// Carta Marin
IG_CardAlbum,4199,1		// Carta Merman
IG_CardAlbum,4200,1		// Carta Megalith
IG_CardAlbum,4201,1		// Carta Majoruros
IG_CardAlbum,4202,1		// Carta Civil Servant
IG_CardAlbum,4204,1		// Carta Mini Demon
IG_CardAlbum,4205,1		// Carta Mimic
IG_CardAlbum,4206,1		// Carta Myst Case
IG_CardAlbum,4208,1		// Carta Miyabi Doll
IG_CardAlbum,4209,1		// Carta Violy
IG_CardAlbum,4210,1		// Carta Wanderer
IG_CardAlbum,4212,1		// Carta Bongun
IG_CardAlbum,4213,1		// Carta Brilight
IG_CardAlbum,4214,1		// Carta Bloody Murderer
IG_CardAlbum,4215,1		// Carta Blazer
IG_CardAlbum,4216,1		// Carta Sasquatch
IG_CardAlbum,4217,1		// Carta Enchanted Peach Tree
IG_CardAlbum,4218,1		// Carta Succubus
IG_CardAlbum,4219,1		// Carta Sage Worm
IG_CardAlbum,4220,1		// Carta Solider
IG_CardAlbum,4221,1		// Carta Skeleton General
IG_CardAlbum,4222,1		// Carta Skeleton Prisoner
IG_CardAlbum,4223,1		// Carta Stalactic Golem
IG_CardAlbum,4224,1		// Carta Stem Worm
IG_CardAlbum,4225,1		// Carta Stone Shooter
IG_CardAlbum,4226,1		// Carta Sting
IG_CardAlbum,4227,1		// Carta Spring Rabbit
IG_CardAlbum,4228,1		// Carta Sleeper
IG_CardAlbum,4229,1		// Carta Clock Tower Manager
IG_CardAlbum,4230,1		// Carta Shinobi
IG_CardAlbum,4231,1		// Carta Increase Soil
IG_CardAlbum,4232,1		// Carta Hermit Plant
IG_CardAlbum,4233,1		// Carta Baby Leopard
IG_CardAlbum,4234,1		// Carta Anolian
IG_CardAlbum,4235,1		// Carta Christmas Cookie
IG_CardAlbum,4237,1		// Carta Owl Duke
IG_CardAlbum,4238,1		// Carta Owl Baron
IG_CardAlbum,4239,1		// Carta Iron Fist
IG_CardAlbum,4240,1		// Carta Arclouze
IG_CardAlbum,4242,1		// Carta Apocalipse
IG_CardAlbum,4243,1		// Carta Antonio
IG_CardAlbum,4244,1		// Carta Alarm
IG_CardAlbum,4245,1		// Carta Am Mut
IG_CardAlbum,4246,1		// Carta Assaulter
IG_CardAlbum,4247,1		// Carta Aster
IG_CardAlbum,4248,1		// Carta Ancient Mummy
IG_CardAlbum,4249,1		// Carta Ancient Worm
IG_CardAlbum,4251,1		// Carta Elder
IG_CardAlbum,4252,1		// Carta Alligator
IG_CardAlbum,4253,1		// Carta Alice
IG_CardAlbum,4255,1		// Carta Orc Lady
IG_CardAlbum,4256,1		// Carta Orc Archer
IG_CardAlbum,4257,1		// Carta Wild Rose
IG_CardAlbum,4258,1		// Carta Evil Nymph
IG_CardAlbum,4259,1		// Carta Wooden Golem
IG_CardAlbum,4260,1		// Carta Wootan Shooter
IG_CardAlbum,4261,1		// Carta Wootan Fighter
IG_CardAlbum,4262,1		// Carta Cloud Hermit
IG_CardAlbum,4264,1		// Carta Wind Ghost
IG_CardAlbum,4265,1		// Carta Li Me Mang Ryang
IG_CardAlbum,4267,1		// Carta Explosion
IG_CardAlbum,4268,1		// Carta Injustice
IG_CardAlbum,4269,1		// Carta Incubus
IG_CardAlbum,4270,1		// Carta Giant Spider
IG_CardAlbum,4271,1		// Carta Giant Hornet
IG_CardAlbum,4272,1		// Carta Dancing Dragon
IG_CardAlbum,4273,1		// Carta Shell Fish
IG_CardAlbum,4274,1		// Carta Zombie Master
IG_CardAlbum,4275,1		// Carta Zombie Prisoner
IG_CardAlbum,4277,1		// Carta Zherlthsh
IG_CardAlbum,4278,1		// Carta Gibbet
IG_CardAlbum,4279,1		// Carta Earth Deleter
IG_CardAlbum,4280,1		// Carta Geographer
IG_CardAlbum,4281,1		// Carta Zipper Bear
IG_CardAlbum,4282,1		// Carta Tengu
IG_CardAlbum,4283,1		// Carta Greatest General
IG_CardAlbum,4284,1		// Carta Chepet
IG_CardAlbum,4285,1		// Carta Choco
IG_CardAlbum,4286,1		// Carta Karakasa
IG_CardAlbum,4287,1		// Carta Kapha
IG_CardAlbum,4288,1		// Carta Carat
IG_CardAlbum,4289,1		// Carta Caterpillar
IG_CardAlbum,4290,1		// Carta Cat O' Nine Tails
IG_CardAlbum,4292,1		// Carta Kobold Archer
IG_CardAlbum,4293,1		// Carta Cookie
IG_CardAlbum,4294,1		// Carta Quve
IG_CardAlbum,4295,1		// Carta Kraben
IG_CardAlbum,4296,1		// Carta Cramp
IG_CardAlbum,4297,1		// Carta Cruiser
IG_CardAlbum,4298,1		// Carta Creamy Fear
IG_CardAlbum,4299,1		// Carta Clock
IG_CardAlbum,4300,1		// Carta Chimera
IG_CardAlbum,4301,1		// Carta Killer Mantis
IG_CardAlbum,4304,1		// Carta Tamruan
IG_CardAlbum,4307,1		// Carta Beetle King
IG_CardAlbum,4308,1		// Carta Tri Joint
IG_CardAlbum,4309,1		// Carta Parasite
IG_CardAlbum,4310,1		// Carta Panzer Goblin
IG_CardAlbum,4311,1		// Carta Permeter
IG_CardAlbum,4312,1		// Carta Seal
IG_CardAlbum,4313,1		// Carta Punk
IG_CardAlbum,4314,1		// Carta Penomena
IG_CardAlbum,4315,1		// Carta Pest
IG_CardAlbum,4316,1		// Carta False Angel
IG_CardAlbum,4319,1		// Carta Freezer
IG_CardAlbum,4321,1		// Carta Hylozoist
IG_CardAlbum,4322,1		// Carta High Orc
IG_CardAlbum,4323,1		// Carta Garm Baby
IG_CardAlbum,4325,1		// Carta Harpy
IG_CardAlbum,4326,1		// Carta Sea-Otter
IG_CardAlbum,4327,1		// Carta Bloody Butterfly
IG_CardAlbum,4328,1		// Carta Hyegun
IG_CardAlbum,4329,1		// Carta Phendark
IG_CardAlbum,4331,1		// Carta Heater
IG_CardAlbum,4332,1		// Carta Waste Stove
IG_CardAlbum,4333,3		// Carta Venomous
IG_CardAlbum,4334,1		// Carta Noxious
IG_CardAlbum,4335,3		// Carta Pitman
IG_CardAlbum,4336,1		// Carta Ungoliant
IG_CardAlbum,4337,1		// Carta Porcellio
IG_CardAlbum,4338,1		// Carta Obsidian
IG_CardAlbum,4339,1		// Carta Mineral
IG_CardAlbum,4340,1		// Carta Teddy Bear
IG_CardAlbum,4341,1		// Carta Metaling
IG_CardAlbum,4343,1		// Carta Holden
IG_CardAlbum,4344,3		// Carta Anopheles
IG_CardAlbum,4345,3		// Carta Hill Wind
IG_CardAlbum,4346,1		// Carta Egnigem Cenia
IG_CardAlbum,4347,3		// Carta Armeyer Dinze
IG_CardAlbum,4348,1		// Carta Wikebine Tres
IG_CardAlbum,4349,1		// Carta Errende Ebecee
IG_CardAlbum,4350,3		// Carta Laurell Weinder
IG_CardAlbum,4351,1		// Carta Kavach Icarus
IG_CardAlbum,4353,1		// Carta Remover
IG_CardAlbum,4354,1		// Carta Gemini-S58
IG_CardAlbum,4355,3		// Carta Gremlin
IG_CardAlbum,4356,1		// Carta Beholder
IG_CardAlbum,4358,1		// Carta Seyren Windsor
IG_CardAlbum,4360,3		// Carta Eremes Guile
IG_CardAlbum,4362,1		// Carta Howard Alt-Eisen
IG_CardAlbum,4366,1		// Carta Kathryne Keyron
IG_CardAlbum,4368,1		// Carta Cecil Damon
IG_CardAlbum,4369,1		// Carta Venatu
IG_CardAlbum,4370,1		// Carta Dimik
IG_CardAlbum,4371,1		// Carta Archdam
IG_CardAlbum,4373,1		// Carta Chung E
IG_CardAlbum,4375,1		// Carta Orc Baby
IG_CardAlbum,4377,3		// Carta Green Iguana
IG_CardAlbum,4378,1		// Carta Gold Acidus
IG_CardAlbum,4379,1		// Carta Blue Acidus
IG_CardAlbum,4380,3		// Carta Red Ferus
IG_CardAlbum,4381,1		// Carta Green Ferus
IG_CardAlbum,4382,1		// Carta Yellow Novus
IG_CardAlbum,4383,3		// Carta Red Novus
IG_CardAlbum,4384,1		// Carta Hydro
IG_CardAlbum,4385,3		// Carta Dragon Egg
IG_CardAlbum,4387,1		// Carta Ancient Mimic
IG_CardAlbum,4388,3		// Carta Deathword
IG_CardAlbum,4389,1		// Carta Plasma
IG_CardAlbum,4390,1		// Carta Breeze
IG_CardAlbum,4391,3		// Carta Retribution
IG_CardAlbum,4392,1		// Carta Observation
IG_CardAlbum,4393,1		// Carta Shelter
IG_CardAlbum,4394,1		// Carta Solace
IG_CardAlbum,4395,1		// Carta Thanatos Maero
IG_CardAlbum,4396,1		// Carta Thanatos Odium
IG_CardAlbum,4397,1		// Carta Thanatos Despero
IG_CardAlbum,4400,1		// Carta Aliza
IG_CardAlbum,4401,1		// Carta Alicel
IG_CardAlbum,4402,1		// Carta Aliot
IG_CardAlbum,4404,1		// Carta Skogul
IG_CardAlbum,4405,1		// Carta Frus
IG_CardAlbum,4409,1		// Carta Agav
IG_CardAlbum,4410,1		// Carta Echio
IG_CardAlbum,4411,1		// Carta Vanberk
IG_CardAlbum,4412,1		// Carta Isilla
IG_CardAlbum,4413,1		// Carta Hodremlin
IG_CardAlbum,4414,1		// Carta Seeker
IG_CardAlbum,4415,2		// Carta Snowier
IG_CardAlbum,4416,1		// Carta Siroma
IG_CardAlbum,4417,1		// Carta Ice Titan
IG_CardAlbum,4418,1		// Carta Gazeti
IG_CardAlbum,4420,1		// Carta Muscipular
IG_CardAlbum,4421,2		// Carta Drosera
IG_CardAlbum,4422,1		// Carta Roween
IG_CardAlbum,4423,1		// Carta Galion
IG_CardAlbum,4424,3		// Carta Stapo
IG_CardAlbum,4426,1		// Carta Byorgue
IG_CardAlbum,4427,1		// Carta Sword Guardian
IG_CardAlbum,4428,1		// Carta Bow Guardian
IG_CardAlbum,4429,1		// Carta Salamander
IG_CardAlbum,4431,1		// Carta Kasa
IG_CardAlbum,4432,2		// Carta Magmaring
IG_CardAlbum,4433,1		// Carta Imp
IG_CardAlbum,4434,1		// Carta Knocker
IG_CardAlbum,4435,1		// Carta Zombie Slaughter
IG_CardAlbum,4436,2		// Carta Ragged Zombie
IG_CardAlbum,4437,2		// Carta Hell Poodle
IG_CardAlbum,4438,2		// Carta Banshee
IG_CardAlbum,4439,1		// Carta Flame Skull
IG_CardAlbum,4440,1		// Carta Necromancer
// Album de Cartas Magicas
IG_MagicCardAlbum,4047,1	// Carta Ghostring
IG_MagicCardAlbum,4054,1	// Carta Angeling
IG_MagicCardAlbum,4163,1	// Carta Gryphon
IG_MagicCardAlbum,4169,1	// Carta Dark Illusion
IG_MagicCardAlbum,4174,1	// Carta Deviling
IG_MagicCardAlbum,4179,10	// Carta Dragon Fly
IG_MagicCardAlbum,4183,10	// Carta Vagabond Wolf
IG_MagicCardAlbum,4197,10	// Carta Mastering
IG_MagicCardAlbum,4198,1	// Carta Maya Purple
IG_MagicCardAlbum,4203,10	// Carta Mutant Dragonoid
IG_MagicCardAlbum,4207,1	// Carta Mysteltainn
IG_MagicCardAlbum,4211,1	// Carta Vocal card
IG_MagicCardAlbum,4237,5	// Carta Owl Duke
IG_MagicCardAlbum,4238,5	// Carta Owl Baron
IG_MagicCardAlbum,4241,1	// Carta Arc Angeling
IG_MagicCardAlbum,4250,1	// Carta Executioner
IG_MagicCardAlbum,4254,1	// Carta Tirfing
IG_MagicCardAlbum,4266,10	// Carta Eclipse
IG_MagicCardAlbum,4284,10	// Carta Chepet
IG_MagicCardAlbum,4285,10	// Carta Choco
IG_MagicCardAlbum,4290,5	// Carta Cat O' Nine Tails
IG_MagicCardAlbum,4291,10	// Carta Kobold Leader
IG_MagicCardAlbum,4300,10	// Carta Chimera
IG_MagicCardAlbum,4306,10	// Carta Toad
IG_MagicCardAlbum,4320,1	// Carta Bloody Knight
IG_MagicCardAlbum,4336,1	// Carta Ungoliant
IG_MagicCardAlbum,4354,1	// Carta Gemini-S58
IG_MagicCardAlbum,4384,1	// Carta Hydro
IG_MagicCardAlbum,4395,3	// Carta Thanatos Maero
IG_MagicCardAlbum,4396,3	// Carta Thanatos Odium
IG_MagicCardAlbum,4397,3	// Carta Thanatos Despero
